id,label,count
The Mighty Nein,The Mighty Nein,876
Verin Thelyss,Verin Thelyss,295
Choi Han,Choi Han,1415
Choi Jung Soo (Trash of the Count's Family),Choi Jung Soo (Trash of the Count's Family),158
Hirose Koichi,Hirose Koichi,1058
Nijimura Keichou,Nijimura Keichou,150
Ching Shih | Zheng Yi Sao,Ching Shih | Zheng Yi Sao,479
Danny Briere,Danny Briere,324
Patrick Sharp,Patrick Sharp,729
Becquerel (Homestuck),Becquerel (Homestuck),219
Northern Ireland (Hetalia),Northern Ireland (Hetalia),182
Cullen (Dragon Age),Cullen (Dragon Age),287
Josephine Montilyet,Josephine Montilyet,1994
Kim Sunoo (ENHYPEN),Kim Sunoo (ENHYPEN),6011
Park Sunghoon (ENHYPEN),Park Sunghoon (ENHYPEN),6229
Libertus Ostium,Libertus Ostium,572
Regis Lucis Caelum,Regis Lucis Caelum,569
Xu Mo | Lucien,Xu Mo | Lucien,181
Sukea (Naruto),Sukea (Naruto),127
Umino Iruka,Umino Iruka,5993
Monsta X Ensemble,Monsta X Ensemble,173
Yoo Kihyun,Yoo Kihyun,4612
Nathanaël Kurtzberg,Nathanaël Kurtzberg,546
Nino Lahiffe,Nino Lahiffe,7681
Fifth Doctor (Doctor Who),Fifth Doctor (Doctor Who),120
Fourth Doctor (Doctor Who),Fourth Doctor (Doctor Who),106
Utatane Piko,Utatane Piko,287
flower (Vocaloid),flower (Vocaloid),228
Dagon (Good Omens),Dagon (Good Omens),212
Hastur (Good Omens),Hastur (Good Omens),438
Wally West,Wally West,4122
Kyoshi (Avatar),Kyoshi (Avatar),176
Gilda (Supernatural),Gilda (Supernatural),327
Osial (Genshin Impact),Osial (Genshin Impact),190
Jehan,Jehan,149
Joly (Les Misérables),Joly (Les Misérables),2059
Hero and Kel's Mother (OMORI),Hero and Kel's Mother (OMORI),186
Sally (OMORI),Sally (OMORI),131
Raven Reyes,Raven Reyes,9756
Wick (The 100),Wick (The 100),119
"Alice ""Daisy"" Tonner","Alice ""Daisy"" Tonner",717
Martin Blackwood,Martin Blackwood,4874
Athena (Ancient Greek Religion & Lore),Athena (Ancient Greek Religion & Lore),222
Empanada (QSMP),Empanada (QSMP),145
Fred (QSMP),Fred (QSMP),138
Chan Lok-kwan,Chan Lok-kwan,115
Cyclone (Twilight of the Warriors),Cyclone (Twilight of the Warriors),315
Daniel (Camp Camp),Daniel (Camp Camp),507
Dolph (Camp Camp),Dolph (Camp Camp),107
Jaskier | Dandelion,Jaskier | Dandelion,3971
Radowid V Srogi | Radovid V the Stern,Radowid V Srogi | Radovid V the Stern,190
Victim (Animator vs. Animation),Victim (Animator vs. Animation),433
Yellow (Animator vs. Animation),Yellow (Animator vs. Animation),671
Aisha al-Fadhil,Aisha al-Fadhil,253
Jake Jensen,Jake Jensen,835
Luna Lovegood,Luna Lovegood,20188
Konoha Ninjas,Konoha Ninjas,100
Uchiha Obito,Uchiha Obito,6358
Sara Diggle,Sara Diggle,133
Ezekiel,Ezekiel,152
Ootori Emu,Ootori Emu,4005
Wonderlands x Showtime (Project SEKAI),Wonderlands x Showtime (Project SEKAI),318
Oscar Piastri,Oscar Piastri,4734
Peter Bonnington,Peter Bonnington,133
Adam (Hazbin Hotel),Adam (Hazbin Hotel),3636
Overlords (Hazbin Hotel),Overlords (Hazbin Hotel),212
James Marriott,James Marriott,199
Phil Watson | Philza,Phil Watson | Philza,10700
Alexander Burgess,Alexander Burgess,148
Lucien | Lucienne (The Sandman),Lucien | Lucienne (The Sandman),937
Sean (The Music Freaks),Sean (The Music Freaks),304
Zander (The Music Freaks),Zander (The Music Freaks),373
Karin (Naruto),Karin (Naruto),1396
Franky,Franky,105
Jung Hoseok | J-Hope,Jung Hoseok | J-Hope,52520
Lee Siyeon,Lee Siyeon,690
Filius Flitwick,Filius Flitwick,2438
Helena Ravenclaw | The Grey Lady,Helena Ravenclaw | The Grey Lady,154
Ghostbur (Dream SMP),Ghostbur (Dream SMP),403
Karl Jacobs,Karl Jacobs,2768
Rosie (Hazbin Hotel),Rosie (Hazbin Hotel),2832
Sir Pentious (Hazbin Hotel),Sir Pentious (Hazbin Hotel),2367
Date Wataru,Date Wataru,130
Kudou Shinichi | Edogawa Conan,Kudou Shinichi | Edogawa Conan,3171
Alana Bloom,Alana Bloom,3987
Danny Fenton,Danny Fenton,5965
Ron Stoppable,Ron Stoppable,424
Botan (YuYu Hakusho),Botan (YuYu Hakusho),401
Youko Kurama,Youko Kurama,123
"Kang ""TheShy"" Seung-lok","Kang ""TheShy"" Seung-lok",231
"Yu ""JackeyLove"" Wen-Bo","Yu ""JackeyLove"" Wen-Bo",116
Ace,Ace,203
Lance,Lance,1121
Cyno (Genshin Impact),Cyno (Genshin Impact),8859
Deshret | Scarlet King (Genshin Impact),Deshret | Scarlet King (Genshin Impact),233
Dracule Mihawk,Dracule Mihawk,2634
Takaba Akihito,Takaba Akihito,1295
Sunstreaker (Transformers),Sunstreaker (Transformers),1088
Mazaki Anzu | Tea Gardner,Mazaki Anzu | Tea Gardner,1431
Rebecca Hopkins | Rebecca Hawkins,Rebecca Hopkins | Rebecca Hawkins,112
Marcel Gerard,Marcel Gerard,382
Stefan Salvatore,Stefan Salvatore,2768
Rosh (Young Royals),Rosh (Young Royals),521
Walter (Young Royals),Walter (Young Royals),284
Ian McKellen,Ian McKellen,180
"Derek ""Hobbie"" Klivian","Derek ""Hobbie"" Klivian",112
Mara Jade,Mara Jade,450
Martha Jones,Martha Jones,1913
Jin (Avatar),Jin (Avatar),214
Ursa (Avatar),Ursa (Avatar),1180
Buffy Summers,Buffy Summers,9805
Orion Pax,Orion Pax,627
Primus (Transformers),Primus (Transformers),137
Four (Battle For Dream Island),Four (Battle For Dream Island),266
Gaty (Battle For Dream Island),Gaty (Battle For Dream Island),138
Emma (Total Drama Island),Emma (Total Drama Island),442
"Jennifer ""Jen"" (Total Drama)","Jennifer ""Jen"" (Total Drama)",265
Roland (Library of Ruina),Roland (Library of Ruina),195
Yi Sang (Limbus Company),Yi Sang (Limbus Company),587
Original Castiel/Dean Winchester Child(ren),Original Castiel/Dean Winchester Child(ren),153
Esme Shelby,Esme Shelby,148
Donquixote Doflamingo,Donquixote Doflamingo,3449
Qrow Branwen,Qrow Branwen,2967
Katya Zamolodchikova,Katya Zamolodchikova,828
Eris Vanserra's Hounds,Eris Vanserra's Hounds,137
Nyx (A Court of Thorns and Roses),Nyx (A Court of Thorns and Roses),393
Benezia (Mass Effect),Benezia (Mass Effect),128
Boba Fett,Boba Fett,804
Grogu | Baby Yoda,Grogu | Baby Yoda,950
(mentioned),(mentioned),2506
Armand (Vampire Chronicles),Armand (Vampire Chronicles),3422
Irma Langinstein,Irma Langinstein,114
Leonardo (TMNT),Leonardo (TMNT),10065
Arthur Fox,Arthur Fox,255
Philip Fox-Mountchristen-Windsor,Philip Fox-Mountchristen-Windsor,434
Aphelios (League of Legends),Aphelios (League of Legends),899
White Star | Cale Barrow,White Star | Cale Barrow,163
Third Doctor,Third Doctor,305
Original Demon Character(s),Original Demon Character(s),1265
Freeza | Frieza,Freeza | Frieza,164
Codsworth (Fallout),Codsworth (Fallout),249
Deacon (Fallout),Deacon (Fallout),603
Artemis,Artemis,294
Hermes,Hermes,209
Leo de la Iglesia,Leo de la Iglesia,1697
Viktor Nikiforov,Viktor Nikiforov,827
Ianthe Tridentarius,Ianthe Tridentarius,855
Sue Sylvester,Sue Sylvester,682
Kitty Pryde,Kitty Pryde,1098
Harwin Strong,Harwin Strong,835
Mysaria | Lady Misery (A Song of Ice and Fire),Mysaria | Lady Misery (A Song of Ice and Fire),354
Dad Egbert,Dad Egbert,811
Mom | Roxy Lalonde,Mom | Roxy Lalonde,167
Greed (Fullmetal Alchemist),Greed (Fullmetal Alchemist),450
Roy Mustang,Roy Mustang,5949
Hoshi Sato,Hoshi Sato,1170
Oowada Mondo,Oowada Mondo,747
Ben Braeden,Ben Braeden,1399
Jody Mills,Jody Mills,3617
Elsie (My Time At Sandrock),Elsie (My Time At Sandrock),102
Logan (My Time At Sandrock),Logan (My Time At Sandrock),392
Beast Boy,Beast Boy,579
Female Shepard,Female Shepard,1656
Male Shepard,Male Shepard,770
Abigail (Stardew Valley),Abigail (Stardew Valley),1767
Morris (Stardew Valley),Morris (Stardew Valley),165
Vanellope von Schweetz,Vanellope von Schweetz,230
Breach (VALORANT),Breach (VALORANT),290
Omen (VALORANT),Omen (VALORANT),593
Katie Killjoy,Katie Killjoy,151
Lute (Hazbin Hotel),Lute (Hazbin Hotel),2239
Jane Asher,Jane Asher,116
Stuart Sutcliffe,Stuart Sutcliffe,176
Darkiplier (Markiplier TV),Darkiplier (Markiplier TV),192
Marvin the Magnificent (Jacksepticeye Power Hour),Marvin the Magnificent (Jacksepticeye Power Hour),132
Johan Andersen | Jesse Anderson,Johan Andersen | Jesse Anderson,364
Kaiba Seto,Kaiba Seto,4037
Lazar (Captive Prince),Lazar (Captive Prince),192
Pallas (Captive Prince),Pallas (Captive Prince),174
AIDA (Agents of S.H.I.E.L.D.),AIDA (Agents of S.H.I.E.L.D.),102
Skye | Daisy Johnson,Skye | Daisy Johnson,7460
"Hana ""D.Va"" Song","Hana ""D.Va"" Song",3461
Morrigan (ACoTaR),Morrigan (ACoTaR),678
Cream Puff Cookie (Cookie Run),Cream Puff Cookie (Cookie Run),113
Madeleine Cookie (Cookie Run),Madeleine Cookie (Cookie Run),694
Clinton Jones,Clinton Jones,860
Addison Carver,Addison Carver,172
Cassandra (Z Nation),Cassandra (Z Nation),103
Angel (BtVS),Angel (BtVS),3212
Kendra Young,Kendra Young,100
Ibuki Suika,Ibuki Suika,113
Konpaku Youmu,Konpaku Youmu,160
Ren Hakuei,Ren Hakuei,131
Agent 8 (Splatoon),Agent 8 (Splatoon),1630
Deep Cut (Splatoon),Deep Cut (Splatoon),103
Kim Jaehwan,Kim Jaehwan,536
Ong Seongwoo,Ong Seongwoo,338
Icy (Winx Club),Icy (Winx Club),291
Stormy (Winx Club),Stormy (Winx Club),200
Roger Ruvie,Roger Ruvie,157
Hwang Inho | Front Man (Squid Game),Hwang Inho | Front Man (Squid Game),1768
Babette (Arcane: League of Legends),Babette (Arcane: League of Legends),108
Philip Wittebane's Brother,Philip Wittebane's Brother,152
Willow Park,Willow Park,6173
Knights (Ensemble Stars!),Knights (Ensemble Stars!),104
Aimee | Aimsey (Video Blogging RPF),Aimee | Aimsey (Video Blogging RPF),517
Amy Nelson,Amy Nelson,226
Ming Fan (Scum Villain),Ming Fan (Scum Villain),394
Ning Yingying,Ning Yingying,817
Ash Tyler | Voq,Ash Tyler | Voq,115
Spock (Star Trek),Spock (Star Trek),6125
Im Nayeon,Im Nayeon,2520
Seol Yoona | Sullyoon,Seol Yoona | Sullyoon,150
Augustine Orlov,Augustine Orlov,219
Fake Protagonist (Elevator Hitch),Fake Protagonist (Elevator Hitch),102
Lee Taeyong,Lee Taeyong,6549
"Dark Creativity | Remus ""The Duke"" Sanders","Dark Creativity | Remus ""The Duke"" Sanders",2861
Cho Sangwoo,Cho Sangwoo,551
Lee Myunggi,Lee Myunggi,261
Red Alert (Transformers),Red Alert (Transformers),336
Andarna (Empyrean),Andarna (Empyrean),235
Xaden Riorson,Xaden Riorson,1144
Charmy Bee,Charmy Bee,420
Argus Filch,Argus Filch,1031
Hermione Granger,Hermione Granger,90941
Jacob Hill,Jacob Hill,337
Jack Spheer,Jack Spheer,223
Maggie Sawyer,Maggie Sawyer,5738
Jem Carstairs,Jem Carstairs,417
Luke Garroway,Luke Garroway,1408
Ikalgo (Hunter X Hunter),Ikalgo (Hunter X Hunter),104
Nanika (Hunter X Hunter),Nanika (Hunter X Hunter),191
Neteyam te Suli Tsyeyk'itan,Neteyam te Suli Tsyeyk'itan,2071
Rotxo (Avatar - Cameron),Rotxo (Avatar - Cameron),430
Bazz (Legend of Zelda),Bazz (Legend of Zelda),128
Revali (Legend of Zelda),Revali (Legend of Zelda),816
Greaseball (Starlight Express),Greaseball (Starlight Express),271
Pearl (Starlight Express),Pearl (Starlight Express),121
"Riley | David ""Hesh"" Walker's Dog","Riley | David ""Hesh"" Walker's Dog",112
Female Sole Survivor,Female Sole Survivor,1841
Linus (Stardew Valley),Linus (Stardew Valley),265
Brandon | MinuteTech,Brandon | MinuteTech,237
ParrotX2 (Video Blogging RPF),ParrotX2 (Video Blogging RPF),379
Pei Ming (Tian Guan Ci Fu),Pei Ming (Tian Guan Ci Fu),943
Karl Heisenberg,Karl Heisenberg,1187
Shiretoko Tomoko | Ragdoll,Shiretoko Tomoko | Ragdoll,151
Hoshiumi Kourai,Hoshiumi Kourai,569
Fenris,Fenris,794
Male Hawke,Male Hawke,1802
Alma Karma,Alma Karma,343
Karen Wilson,Karen Wilson,2206
Lucy Donato,Lucy Donato,637
Female Guardian (Destiny),Female Guardian (Destiny),645
Wolf,Wolf,223
Eddie Diaz (9-1-1 TV),Eddie Diaz (9-1-1 TV),22490
Original Dog Character(s),Original Dog Character(s),960
Brett Talbot,Brett Talbot,1200
Scott McCall,Scott McCall,28944
The Miz (Professional Wrestling),The Miz (Professional Wrestling),103
Thancred Waters,Thancred Waters,2305
Blue Zircon (Steven Universe),Blue Zircon (Steven Universe),177
Amy Yamada,Amy Yamada,165
Gwen Blake,Gwen Blake,855
Inspector Cotta (Three Investigators),Inspector Cotta (Three Investigators),370
Jeffrey Palmer,Jeffrey Palmer,110
Prosciutto (JoJo),Prosciutto (JoJo),712
Rita Rossweisse,Rita Rossweisse,183
Tartaglia | Childe's Siblings (Genshin Impact),Tartaglia | Childe's Siblings (Genshin Impact),291
Tonia (Genshin Impact),Tonia (Genshin Impact),270
Dracula,Dracula,741
Baby Watson - Character,Baby Watson - Character,164
Charlie Magne,Charlie Magne,784
Lucifer Magne,Lucifer Magne,202
Owen (My Time At Sandrock),Owen (My Time At Sandrock),250
Kissy Missy (Poppy Playtime),Kissy Missy (Poppy Playtime),260
PickyPiggy (Poppy Playtime),PickyPiggy (Poppy Playtime),391
Drift | Deadlock,Drift | Deadlock,1195
Pharma (Transformers),Pharma (Transformers),342
Ted Tonks,Ted Tonks,1830
Caleb Hackett,Caleb Hackett,120
Max Brinly,Max Brinly,451
Anakin Skywalker | Darth Vader,Anakin Skywalker | Darth Vader,1721
BD-1 (Star Wars),BD-1 (Star Wars),206
Chad Meeks-Martin,Chad Meeks-Martin,530
Richie Kirsch,Richie Kirsch,158
Kim (OMORI),Kim (OMORI),668
The Hooligans (OMORI),The Hooligans (OMORI),524
Calliope,Calliope,188
Kelly Severide,Kelly Severide,995
Maggie Lockwood,Maggie Lockwood,168
"Vincent ""Vince"" Charbonneau","Vincent ""Vince"" Charbonneau",808
Winnie Bosko,Winnie Bosko,219
Izuminokami Kanesada,Izuminokami Kanesada,515
Ookurikara (Touken Ranbu),Ookurikara (Touken Ranbu),325
Akatsuki (Naruto) - Character,Akatsuki (Naruto) - Character,826
Konan (Naruto),Konan (Naruto),1204
Budo Masuta,Budo Masuta,197
Oka Ruto,Oka Ruto,148
Liz Thompson,Liz Thompson,498
Estinien Wyrmblood,Estinien Wyrmblood,2493
Raubahn Aldynn,Raubahn Aldynn,197
Twisted Fate,Twisted Fate,328
Ryuugazaki Rei,Ryuugazaki Rei,3897
Tachibana Ran,Tachibana Ran,305
Ar-Pharazôn,Ar-Pharazôn,133
Tar-Míriel,Tar-Míriel,200
Lalna,Lalna,224
Evan Rosier,Evan Rosier,10095
Marlene McKinnon,Marlene McKinnon,13005
Hux,Hux,191
Luke Skywalker,Luke Skywalker,6098
Jeff (Glee),Jeff (Glee),524
Thad (Glee),Thad (Glee),269
Yamada Ichiro,Yamada Ichiro,1288
God (Supernatural),God (Supernatural),942
Mary Winchester,Mary Winchester,7731
Soleil (Fire Emblem),Soleil (Fire Emblem),164
Zero | Niles,Zero | Niles,786
Karube Daikichi,Karube Daikichi,210
Mohammed Abdul,Mohammed Abdul,514
Samara (Mass Effect),Samara (Mass Effect),440
Zaeed Massani,Zaeed Massani,800
Gale,Gale,105
Karlach (Baldur's Gate),Karlach (Baldur's Gate),6337
Kev Ball,Kev Ball,643
Monica Gallagher,Monica Gallagher,239
Syndra (League of Legends),Syndra (League of Legends),136
Zed (League of Legends),Zed (League of Legends),593
Gus (Stardew Valley),Gus (Stardew Valley),546
Maru (Stardew Valley),Maru (Stardew Valley),1105
Pitaya Dragon Cookie (Cookie Run),Pitaya Dragon Cookie (Cookie Run),270
Wildberry Cookie | Hollyberry Cookie's Bodyguard (Cookie Run),Wildberry Cookie | Hollyberry Cookie's Bodyguard (Cookie Run),269
Ogiwara Shigehiro,Ogiwara Shigehiro,247
Shuutoku High (Characters),Shuutoku High (Characters),141
Cang Qiong Mountain Sect Peak Lords,Cang Qiong Mountain Sect Peak Lords,572
Warm Red Pavilion Prostitutes (Scum Villain),Warm Red Pavilion Prostitutes (Scum Villain),124
Lorcan Scamander,Lorcan Scamander,351
Bill Kaulitz,Bill Kaulitz,1057
Amon | Noatak,Amon | Noatak,188
Pema (Avatar),Pema (Avatar),566
Shen Jiu | Original Shen Qingqiu,Shen Jiu | Original Shen Qingqiu,3397
Su Xiyan,Su Xiyan,255
Aedion Ashryver,Aedion Ashryver,348
Choi Minki | Ren,Choi Minki | Ren,249
Hwang Minhyun,Hwang Minhyun,1237
Lexa,Lexa,428
Lincoln,Lincoln,250
Kim Seungmin (Stray Kids),Kim Seungmin (Stray Kids),15453
Lee Jooyeon (Xdinary Heroes),Lee Jooyeon (Xdinary Heroes),695
Ashe (League of Legends),Ashe (League of Legends),151
Kai'Sa (League of Legends),Kai'Sa (League of Legends),490
Shimura Nana,Shimura Nana,989
Jess the Secretary (Supergirl TV 2015),Jess the Secretary (Supergirl TV 2015),153
Aredhel,Aredhel,232
Li Shen | Zayne,Li Shen | Zayne,1775
夏以昼,夏以昼,571
Mario Götze,Mario Götze,755
Mats Hummels,Mats Hummels,1026
Agent Vasquez (Supergirl TV 2015),Agent Vasquez (Supergirl TV 2015),545
Trixie Mattel,Trixie Mattel,715
Violet Chachki,Violet Chachki,392
Paya (Legend of Zelda),Paya (Legend of Zelda),227
Nico (Nanbaka),Nico (Nanbaka),186
Uno (Nanbaka),Uno (Nanbaka),223
Anya Jenkins,Anya Jenkins,1418
Scoobies (BtVS),Scoobies (BtVS),123
Pete Tyler,Pete Tyler,225
Tenth Doctor,Tenth Doctor,5882
Steven Universe,Steven Universe,4679
Wirt (Over the Garden Wall),Wirt (Over the Garden Wall),380
Baxter Stockman,Baxter Stockman,226
Spike | Slash (TMNT),Spike | Slash (TMNT),112
Greez Dritus,Greez Dritus,222
"Charlotte ""Charlie"" Emily's Mother","Charlotte ""Charlie"" Emily's Mother",165
Jeremy Fitzgerald,Jeremy Fitzgerald,1319
Janette DuCharme,Janette DuCharme,230
Nicholas Knight (Forever Knight),Nicholas Knight (Forever Knight),299
Travis Hackett,Travis Hackett,668
Lily Henituse,Lily Henituse,367
Original Cale Henituse,Original Cale Henituse,1137
Mari and Sunny's Parents (OMORI),Mari and Sunny's Parents (OMORI),317
Donna Pinciotti,Donna Pinciotti,363
Michael Kelso,Michael Kelso,302
Bakugou Mitsuki,Bakugou Mitsuki,6104
Avery Jr. | Severus Snape's Schoolmate,Avery Jr. | Severus Snape's Schoolmate,513
Charity Burbage,Charity Burbage,324
Chris Evans (Actor),Chris Evans (Actor),337
Tom Holland (Actor),Tom Holland (Actor),197
Rurikawa Yuki,Rurikawa Yuki,169
Tachibana Izumi (A3!),Tachibana Izumi (A3!),111
Richard Trager,Richard Trager,189
Kang Daesung,Kang Daesung,429
Song Minho | Mino,Song Minho | Mino,531
Demyx,Demyx,564
Xion,Xion,375
"Kara ""Starbuck"" Thrace","Kara ""Starbuck"" Thrace",627
Stan Edgar,Stan Edgar,125
Margaret Scully,Margaret Scully,721
William | Jackson Van De Kamp,William | Jackson Van De Kamp,283
T'Pol (Star Trek),T'Pol (Star Trek),1280
Deceit Sanders,Deceit Sanders,910
Dr. Emile Picani,Dr. Emile Picani,472
Haruta (One Piece),Haruta (One Piece),362
Shirohige | Whitebeard | Edward Newgate,Shirohige | Whitebeard | Edward Newgate,1970
Howard Phillips Lovecraft (Bungou Stray Dogs),Howard Phillips Lovecraft (Bungou Stray Dogs),455
Louisa May Alcott (Bungou Stray Dogs),Louisa May Alcott (Bungou Stray Dogs),354
Alex Dawson,Alex Dawson,120
Jac Naylor,Jac Naylor,205
Sheriff Vaisey of Nottingham,Sheriff Vaisey of Nottingham,151
Will Scarlett,Will Scarlett,126
Hairo Kineshi,Hairo Kineshi,295
Saiki Kuniharu,Saiki Kuniharu,221
Eridan Ampora,Eridan Ampora,5564
The Dolorosa (Homestuck),The Dolorosa (Homestuck),185
Darius (League of Legends),Darius (League of Legends),340
Xan Irelia,Xan Irelia,142
Leaf (Pokemon),Leaf (Pokemon),203
Enjou (Genshin Impact),Enjou (Genshin Impact),166
Armand Jean du Plessis de Richelieu,Armand Jean du Plessis de Richelieu,366
Gerald Robotnik,Gerald Robotnik,284
Amamiya Ren (Persona Series),Amamiya Ren (Persona Series),4080
Sakamoto Ryuji,Sakamoto Ryuji,3395
Orochimaru (Naruto),Orochimaru (Naruto),3006
Remi (unOrdinary),Remi (unOrdinary),233
David Karofsky,David Karofsky,1650
Lauren Zizes,Lauren Zizes,248
Dabi (My Hero Academia),Dabi (My Hero Academia),2449
Todoroki Fuyumi,Todoroki Fuyumi,4455
Noumu (My Hero Academia),Noumu (My Hero Academia),176
Costia (The 100),Costia (The 100),791
Jasper Jordan,Jasper Jordan,3825
Natasha Ross,Natasha Ross,124
Gojo Clan (Jujutsu Kaisen),Gojo Clan (Jujutsu Kaisen),101
Panda (Jujutsu Kaisen),Panda (Jujutsu Kaisen),270
Female Inquisitor (Dragon Age),Female Inquisitor (Dragon Age),2112
Curufin | Curufinwë,Curufin | Curufinwë,706
Haleth of the Haladin,Haleth of the Haladin,101
Lestrade (Inspector),Lestrade (Inspector),1348
Mycroft Holmes,Mycroft Holmes,23996
Perry the Platypus (Phineas and Ferb),Perry the Platypus (Phineas and Ferb),750
Phineas Flynn,Phineas Flynn,763
Inara Serra,Inara Serra,932
Rose Tyler,Rose Tyler,7825
Principal Bump (The Owl House),Principal Bump (The Owl House),413
Hassaku | Hassel (Pokemon),Hassaku | Hassel (Pokemon),131
Pepper | Arven,Pepper | Arven,421
Alys Vorpatril,Alys Vorpatril,319
Piotr Pierre Vorkosigan,Piotr Pierre Vorkosigan,150
Jesper Fahey,Jesper Fahey,2327
The Darkling | Aleksander Morozova,The Darkling | Aleksander Morozova,857
Lee Donghyuck | Haechan,Lee Donghyuck | Haechan,10939
Zhong Chen Le,Zhong Chen Le,4687
Wario (Nintendo),Wario (Nintendo),168
Jonas Noah Vasquez,Jonas Noah Vasquez,1588
Samuel Campbell,Samuel Campbell,348
Bess Myers,Bess Myers,109
Jo Harvelle,Jo Harvelle,7881
"Képler ""Pepe"" Ferreira","Képler ""Pepe"" Ferreira",105
Sergio Ramos,Sergio Ramos,2320
Orm Marius,Orm Marius,357
Victor Stone,Victor Stone,496
"Brian ""Q"" Quinn","Brian ""Q"" Quinn",321
Sal Vulcano,Sal Vulcano,280
Yoosung Kim,Yoosung Kim,1797
Original Jedi Character(s) (Star Wars),Original Jedi Character(s) (Star Wars),482
Gianluigi Buffon,Gianluigi Buffon,218
Lionel Messi,Lionel Messi,3495
Harumi (Ninjago),Harumi (Ninjago),487
P.I.X.A.L. (Ninjago),P.I.X.A.L. (Ninjago),1004
北洛,北洛,170
缙云,缙云,113
Diefenbaker (due South),Diefenbaker (due South),117
Ray Vecchio,Ray Vecchio,1720
Prune Juice Cookie (Cookie Run),Prune Juice Cookie (Cookie Run),102
White Lily Cookie | Saint Lily Cookie,White Lily Cookie | Saint Lily Cookie,591
Jeremy's Dad (Be More Chill),Jeremy's Dad (Be More Chill),341
Katara,Katara,430
Muriel (Good Omens),Muriel (Good Omens),1493
Eyeball (Steven Universe),Eyeball (Steven Universe),116
Sapphire (Steven Universe),Sapphire (Steven Universe),1198
Lee Jin Sung | Zack,Lee Jin Sung | Zack,304
Seong Yohan | Johan,Seong Yohan | Johan,134
Alison Choi,Alison Choi,110
Sasha Kaidanovsky,Sasha Kaidanovsky,372
Francis Abernathy,Francis Abernathy,303
Seventh Doctor,Seventh Doctor,184
Susan Foreman,Susan Foreman,193
"""Alice Angel"" | Twisted Alice","""Alice Angel"" | Twisted Alice",124
Allison Pendle,Allison Pendle,294
G Callen,G Callen,822
Sawada Nana,Sawada Nana,686
Verde (Katekyou Hitman Reborn!),Verde (Katekyou Hitman Reborn!),177
Tessa (Supernatural),Tessa (Supernatural),469
